Order_ID,Product,Category,Warehouse,Supplier,Order_Date,Delivery_Date,Quantity,Price_per_Unit,Total_Cost,Delivery_Delay_Days,Spoilage_%
ORD1454,Fruits,Perishable,WH_C,Supplier_Y,2025-03-30,2025-04-01,437,27.25,11908.25,2,6.21
ORD1455,Bread,Perishable,WH_B,Supplier_Z,2025-03-31,2025-04-02,458,79.74,36520.92,2,9.29
ORD1456,Vegetables,Perishable,WH_B,Supplier_X,2025-04-01,2025-04-03,96,97.22,9333.119999999999,2,7.61
ORD1457,Eggs,Perishable,WH_B,Supplier_Z,2025-04-02,2025-04-04,110,29.95,3294.5,2,5.47
ORD1458,Bread,Non-Perishable,WH_C,Supplier_Z,2025-04-03,2025-04-05,17,30.8,523.6,2,1.8
ORD1459,Eggs,Perishable,WH_A,Supplier_Y,2025-04-04,2025-04-06,342,49.93,17076.06,2,4.59
ORD1460,Milk,Perishable,WH_C,Supplier_Y,2025-04-05,2025-04-07,209,98.46,20578.14,2,5.61
ORD1461,Bread,Perishable,WH_C,Supplier_Y,2025-04-06,2025-04-08,96,30.55,2932.8,2,8.64
ORD1462,Vegetables,Perishable,WH_A,Supplier_Y,2025-04-07,2025-04-09,52,43.66,2270.3199999999997,2,4.81
ORD1463,Bread,Perishable,WH_C,Supplier_X,2025-04-08,2025-04-10,394,89.69,35337.86,2,8.98
ORD1464,Bread,Perishable,WH_A,Supplier_X,2025-04-09,2025-04-11,118,5.28,623.0400000000001,2,6.74
ORD1465,Bread,Perishable,WH_C,Supplier_Y,2025-04-10,2025-04-12,444,8.78,3898.3199999999997,2,1.37
ORD1466,Bread,Non-Perishable,WH_A,Supplier_X,2025-04-11,2025-04-13,417,62.39,26016.63,2,9.95
ORD1467,Eggs,Non-Perishable,WH_B,Supplier_Y,2025-04-12,2025-04-14,492,91.2,44870.4,2,5.27
ORD1468,Milk,Perishable,WH_C,Supplier_Z,2025-04-13,2025-04-15,161,27.69,4458.09,2,3.92
ORD1469,Fruits,Perishable,WH_C,Supplier_Z,2025-04-14,2025-04-16,26,49.62,1290.12,2,6.59
ORD1470,Bread,Perishable,WH_C,Supplier_Z,2025-04-15,2025-04-17,142,47.79,6786.18,2,1.09
ORD1471,Vegetables,Perishable,WH_C,Supplier_Y,2025-04-16,2025-04-18,157,49.93,7839.01,2,6.37
ORD1472,Bread,Perishable,WH_B,Supplier_Z,2025-04-17,2025-04-19,286,64.14,18344.04,2,4.98
ORD1473,Vegetables,Perishable,WH_C,Supplier_X,2025-04-18,2025-04-20,241,49.63,11960.83,2,4.07
ORD1474,Eggs,Non-Perishable,WH_B,Supplier_Z,2025-04-19,2025-04-21,323,47.51,15345.73,2,9.53
ORD1475,Vegetables,Perishable,WH_B,Supplier_Z,2025-04-20,2025-04-22,424,50.06,21225.440000000002,2,5.23
ORD1476,Fruits,Perishable,WH_B,Supplier_Z,2025-04-21,2025-04-23,375,61.13,22923.75,2,2.19
ORD1477,Milk,Perishable,WH_B,Supplier_X,2025-04-22,2025-04-24,237,56.02,13276.740000000002,2,4.59
ORD1478,Vegetables,Perishable,WH_A,Supplier_Y,2025-04-23,2025-04-25,148,86.14,12748.72,2,9.19
ORD1479,Vegetables,Perishable,WH_A,Supplier_X,2025-04-24,2025-04-26,445,9.7,4316.5,2,1.76
ORD1480,Milk,Perishable,WH_C,Supplier_Y,2025-04-25,2025-04-27,408,84.17,34341.36,2,2.14
ORD1481,Fruits,Perishable,WH_A,Supplier_Y,2025-04-26,2025-04-28,220,85.17,18737.4,2,0.13
ORD1482,Bread,Non-Perishable,WH_A,Supplier_Z,2025-04-27,2025-04-29,400,32.07,12828.0,2,0.14
ORD1483,Vegetables,Perishable,WH_C,Supplier_Y,2025-04-28,2025-04-30,37,48.97,1811.8899999999999,2,8.29
ORD1484,Milk,Perishable,WH_C,Supplier_X,2025-04-29,2025-05-01,60,46.66,2799.6,2,7.32
ORD1485,Eggs,Perishable,WH_C,Supplier_X,2025-04-30,2025-05-02,451,25.76,11617.76,2,3.55
ORD1486,Milk,Perishable,WH_A,Supplier_Y,2025-05-01,2025-05-03,270,42.7,11529.0,2,6.98
ORD1487,Eggs,Perishable,WH_A,Supplier_Z,2025-05-02,2025-05-04,270,9.22,2489.4,2,3.95
ORD1488,Fruits,Non-Perishable,WH_C,Supplier_Z,2025-05-03,2025-05-05,359,31.39,11269.01,2,9.53
ORD1489,Bread,Non-Perishable,WH_B,Supplier_X,2025-05-04,2025-05-06,361,82.58,29811.38,2,9.67
ORD1490,Milk,Non-Perishable,WH_C,Supplier_Z,2025-05-05,2025-05-07,17,32.03,544.51,2,3.93
ORD1491,Vegetables,Perishable,WH_B,Supplier_Y,2025-05-06,2025-05-08,329,82.73,27218.170000000002,2,8.54
ORD1492,Fruits,Perishable,WH_B,Supplier_Y,2025-05-07,2025-05-09,147,55.5,8158.5,2,7.73
ORD1493,Milk,Perishable,WH_C,Supplier_X,2025-05-08,2025-05-10,47,88.59,4163.7300000000005,2,3.1
ORD1494,Vegetables,Perishable,WH_C,Supplier_Y,2025-05-09,2025-05-11,120,59.6,7152.0,2,2.32
ORD1495,Milk,Non-Perishable,WH_C,Supplier_X,2025-05-10,2025-05-12,489,7.82,3823.98,2,4.58
ORD1496,Eggs,Perishable,WH_A,Supplier_Y,2025-05-11,2025-05-13,377,69.16,26073.32,2,7.81
ORD1497,Milk,Perishable,WH_B,Supplier_X,2025-05-12,2025-05-14,229,9.26,2120.54,2,9.6
ORD1498,Milk,Perishable,WH_A,Supplier_Z,2025-05-13,2025-05-15,346,47.81,16542.260000000002,2,7.64
ORD1499,Milk,Perishable,WH_A,Supplier_Y,2025-05-14,2025-05-16,232,93.3,21645.6,2,8.55
